Table 1
Farmacia;Nombre fantasía;RUT;RUT_SDV;Rut destinatario;Pais;Región;Comuna;Dirección;Telefono_fijo;Latitud;Longitud;Tipo;Horario;Proceso evaluacion;Venta Online;Despacho;Pagina Web
FARMACIA ACEVEDO;Farmacia Acevedo;76502408-0;76502408;;Chile;II Región de Antofagasta;Antofagasta;Av Pedro Aguirres Cerda 8251;*Sin Información;-23,593096;-70,389825;Farmacia Independiente;*Sin Información;PENDIENTE;;;
LA ECONOMICA;Farmacia La Económica;76739936-7;76739936;;Chile;II Región de Antofagasta;Antofagasta;Av.Argentina 01975 Coviefi;56977434320;-23,692801;-70,410285;Farmacia Independiente;*Sin Información;PENDIENTE;;;
NOVASALUD.COM S.A;Farmacia Novasalud;96951490-7;96951490;;Chile;II Región de Antofagasta;Antofagasta;Avda Balmaceda N°2532 Local N°101;225990066;-23,645355;-70,402651;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIAS HIGEA;Farmacias Higea;7443426-6;7443426;;Chile;II Región de Antofagasta;Antofagasta;14 De Febrero 2582;55-2794312;-23,651462;-70,394300;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA BICENTENARIO;Farmacia Bicentenario;76509263-9;76509263;;Chile;II Región de Antofagasta;Antofagasta;Avenida Huamachuco 9594;224196726;-23,575831;-70,381797;Farmacia Independiente;*Sin Información;PENDIENTE;;;
SOCIEDAD DE FARMACIA GALENO SPA;Farmacia Galeno;76724575-0;76724575;203889;Chile;II Región de Antofagasta;Mejillones;Latorre N°795 B;*Sin Información;-23,099845;-70,446819;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMAPLUSS;Farmacia Farmapluss;76392197-2;76392197;;Chile;II Región de Antofagasta;Taltal;Avenida Prat 785;552)611178;-25,405984;-70,483896;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA VICTORIA;Farmacia Victoria;88974300-K;88974300;;Chile;II Región de Antofagasta;Tocopilla;21 De Mayo 1513;552813238;-22,094250;-70,202373;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA PUNTA NEGRA;Farmacia Punta Negra;14443163-4;14443163;;Chile;III Región de Atacama;Copiapó;Los Carreras Sur 5926;2369900;-27,408624;-70,286911;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA LA BOTIKA;Farmacia La Botika;76159906-2;76159906;;Chile;III Región de Atacama;Copiapó;Ohiggins 801;522541737;-27,368187;-70,331149;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIAS CALAFATE;Farmacias Calafate;76413865-1;76413865;;Chile;IV Región de Coquimbo;La Serena;Avenida Cuatro Esquinas 1580 Locales 13 Y 14;512642324;-29,945120;-71,240408;Farmacia Independiente;*Sin Información;PENDIENTE;;;
DROGUERÍA MENVAL;Droguería Menval;76399241-1;76399241;;Chile;IV Región de Coquimbo;La Serena;Avenida Panoramica 4431;512279178;-29,914092;-71,211822;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA ORIENTE;Farmacia Oriente;78442106-0;78442106;;Chile;IV Región de Coquimbo;La Serena;Cienfuegos 496;512544810;-29,902976;-71,247100;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS CALAFATE 2;Farmacias Calafate;76413865-1;76413865;;Chile;IV Región de Coquimbo;Coquimbo;Avenida René Schneider 1429;512642324;-29,970559;-71,257426;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA TONGOY;Farmacia Tongoy;9920333-1;9920333;;Chile;IV Región de Coquimbo;Coquimbo;Gomez Carreño 31 Tongoy;512604884;-30,256961;-71,494153;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA RIVERA;Farmacia Rivera;2420296-8;2420296;;Chile;IV Región de Coquimbo;Vicuña;San Martín 219-Vicuña;512411286;-30,038948;-70,713979;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA SAN ALFONSO;Farmacia San Alfonso;76831170-6;76831170;;Chile;IV Región de Coquimbo;Monte Patria;Andres Bello 339 El Palqui;532712148;-30,768551;-70,941345;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS SANITO;Farmacias Sanito;76714639-6;76714639;;Chile;V Región de Valparaíso;Valparaíso;Juan Pablo Ll 6120 Rodelillo;*Sin Información;-33,065174;-71,565039;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA OCCA;Farmacia Occa;76477854-5;76477854;;Chile;V Región de Valparaíso;Valparaíso;Avenida Errazuriz 629 Local 119;*Sin Información;-33,038420;-71,627726;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA TOGA;Farmacia Toga;76888888-4;76888888;203847;Chile;V Región de Valparaíso;Concón;Avenida Concon Reñaca 110 Local 5;32 3614515;-32,9340598;-71,5366032;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
DROGUERIA INSTITUTO DE SEGURIDAD DEL TRABAJO;Drogueria Instituto De Seguridad Del Trabajo;70015580-3;70015580;;Chile;V Región de Valparaíso;Viña Del Mar;Alvares 662;322262004;-33,026429;-71,553029;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA BOSQUES;Farmacia Bosques;76111229-5;76111229;203993;Chile;V Región de Valparaíso;Viña Del Mar;Las Tórtolas 184, Local 5;56432231799;-32,959063;-71,539538;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA Y PERFUMERÍA CLAUDIA GARRIDO MUÑOZ EIRL;Farmacia Y Perfumería Claudia Garrido Muñoz Eirl;76423422-7;76423422;;Chile;V Región de Valparaíso;Viña Del Mar;14 Norte 571 Local 1 Viña Del Mar;322685177;-33,012936;-71,549022;Farmacia Independiente;*Sin Información;PENDIENTE;;;
NOVASALUD.COM S.A;Farmacia Novasalud;96951490-7;96951490;;Chile;V Región de Valparaíso;Viña Del Mar;Avda Libertad N°80 Local 7;225990066;-33,021640;-71,551156;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA AZUCENAS;Farmacia Azucenas;76560426-5;76560426;;Chile;V Región de Valparaíso;Viña Del Mar;Las Azucenas 820;322872433;-33,004537;-71,494572;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMAMED;Farmacia Farmamed;76594597-6;76594597;;Chile;V Región de Valparaíso;Viña Del Mar;Arlegui 914, Viña Del Mar, Chile;322972403;-33,024567;-71,548676;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA ECONOMIK;Farmacia Economik;76947101-4;76947101;;Chile;V Región de Valparaíso;Quilpué;Av. El Retiro 380;413228358;-33,039241;-71,440972;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
ANLU FARMACEUTICA SPA;Anlu Farmaceutica;77143722-2;77143722;;Chile;V Región de Valparaíso;Villa Alemana;Av Valparaiso 993;*Sin Información;-33,044491;-71,377362;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMAFEL;Farmacia Farmafel;77044931-6;77044931;;Chile;V Región de Valparaíso;Los Andes;Ohiggins 493;*Sin Información;-32,833711;-70,599972;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
SANTO REMEDIO;Farmacia Santo Remedio;25229526-7;25229526;203974;Chile;V Región de Valparaíso;Rinconada;San Martin 685 Local 12;342439073;-33,011143;-71,549886;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
ANGELICA URRUTIA GUTIERREZ FCIAS EIRL;Farmacia Angelica Urrutia Gutierrez Fcias;76322387-6;76322387;;Chile;V Región de Valparaíso;La Ligua;Pedro Polanco 214;332711389;-32,443152;-71,230635;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA GISEMI;Farmacia Gisemi;77161828-6;77161828;;Chile;V Región de Valparaíso;Quillota;21 De Mayo 512 Local 8;332213897;-32,867967;-71,238874;Farmacia Independiente;*Sin Información;PENDIENTE;;;
DON ANTONIO FARMACIAS 2;Don Antonio Farmacias;76185419-4;76185419;;Chile;V Región de Valparaíso;Quillota;Avda Rafael Ariztía 530;332335701;-32,875484;-71,234892;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
BENDITO REMEDIO;Farmacia Bendito Remedio;77028049-4;77028049;;Chile;V Región de Valparaíso;San Antonio;Pedro Montt 94 San Antonio;56413178446;-33,580184;-71,612326;Farmacia Independiente;*Sin Información;PENDIENTE;;;
SOCIEDAD FARMACEUTICA Y COMERCIAL BELLFARMA LTDA;Sociedad Farmaceutica Y Comercial Bellfarma Ltda;76278324-k;76278324;;Chile;V Región de Valparaíso;San Felipe;Avenida Maipu 1121 Interior Supermercado Acuenta;342505835;-32,748561;-70,729581;Farmacia Independiente;*Sin Información;PENDIENTE;;;
NOVASALUD.COM S.A;Farmacia Novasalud;96951490-7;96951490;;Chile;VI Región del Libertador General Bernardo O’Higgins;Rancagua;Avda Bernardo O´Higgins N°634;225990066;-34,160952;-70,757310;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA ALEMANA;Farmacia Alemana;78047920-5;78047920;;Chile;VI Región del Libertador General Bernardo O’Higgins;Rancagua;Avenida Einstein 509;*Sin Información;-34,176804;-70,721054;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS POSTO VERDE;Farmacias Posto Verde;77876860-7;77876860;;Chile;VI Región del Libertador General Bernardo O’Higgins;Las Cabras;Carlos Fresno 300;722561521;-34,291839;-71,310642;Farmacia Independiente;*Sin Información;PENDIENTE;;;
SAN JUAN;Farmacia San Juan;9101423-8;9101423;;Chile;VI Región del Libertador General Bernardo O’Higgins;Las Cabras;Jose Miguel Carrera 385;*Sin Información;-34,291063;-71,308774;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA O´HIGGINS LOCAL 2;Farmacia O´Higgins;76521854-3;76521854;;Chile;VI Región del Libertador General Bernardo O’Higgins;Machalí;Calle Arturo Prat #115 Local A-B, Sucursal 2;993718713;-34,178966;-70,652416;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS POSTO VERDE;Farmacias Posto Verde;77876860-7;77876860;;Chile;VI Región del Libertador General Bernardo O’Higgins;Pichidegua;Independencia 639;722561521;-34,359447;-71,281515;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA O´HIGGINS;Farmacia O´Higgins;76521854-3;76521854;;Chile;VI Región del Libertador General Bernardo O’Higgins;Rengo;San Martin #311 B;993718713;-34,405314;-70,860733;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS HERRERA;Farmacias Herrera;76133541-3;76133541;;Chile;VI Región del Libertador General Bernardo O’Higgins;Rengo;Manuel Solis 340;*Sin Información;-34,404697;-70,861263;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIAS POSTO VERDE;Farmacias Posto Verde;77876860-7;77876860;;Chile;VI Región del Libertador General Bernardo O’Higgins;San Vicente;German Riesco 924-928;722561521;-34,439502;-71,077518;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA O´HIGGINS LOCAL 3;Farmacia O'Higgins;76521854-3;76521854;;Chile;VI Región del Libertador General Bernardo O’Higgins;San Vicente;Genaro Lisboa N°344;993718713;-34,439266;-71,079310;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS POSTO VERDE;Farmacias Posto Verde;77876860-7;77876860;;Chile;VI Región del Libertador General Bernardo O’Higgins;Pichilemu;Avda Ortuzar 334;722561521;-34,385893;-72,003731;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIAS POSTO VERDE;Farmacias Posto Verde;77876860-7;77876860;;Chile;VI Región del Libertador General Bernardo O’Higgins;Pichilemu;Anibal Pinto 246;722561521;-34,387351;-72,005935;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA SAN ANDRES;Farmacia San Andres;76887874-9;76887874;;Chile;VI Región del Libertador General Bernardo O’Higgins;Pichilemu;Avenida Cahuil 310;722424739;-34,389591;-71,996282;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMAS PICHILEMU;Farmas Pichilemu;77086543-3;77086543;;Chile;VI Región del Libertador General Bernardo O’Higgins;Pichilemu;Avenida Comercio 1990;*Sin Información;-34,403900;-72,024717;Farmacia Independiente;*Sin Información;PENDIENTE;;;
EKONOFARMA 2;Farmacia Ekonofarma 2;76229873-2;76229873;;Chile;VI Región del Libertador General Bernardo O’Higgins;Navidad;Juan Montes Esquina Progreso;228321955;-33,954310;-71,830304;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA LA AVENIDA;Farmacia La Avenida;76773237-6;76773237;;Chile;VI Región del Libertador General Bernardo O’Higgins;Santa Cruz;Avenida Errazuriz 989;722825336;-34,634569;-71,355866;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA EL SOL TALCA LTDA;Farmacia El Sol Talca Ltda;77106536-8;77106536;;Chile;VII Región del Maule;Talca;26 Sur 457 Esquina 4 Poniente A - Talca;*Sin Información;-35,444971;-71,678786;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA LA VIOLETA;Farmacia La Violeta;76895069-5;76895069;;Chile;VII Región del Maule;Talca;Calle 23 Oriente 1655;*Sin Información;-35,425736;-71,630733;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA SOCORRO;Farmacia Socorro;77041800-3;77041800;;Chile;VII Región del Maule;Talca;1 Sur 901;56712230025;-35,427215;-71,663890;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA SOCORRO;Farmacia Socorro;77041800-3;77041800;;Chile;VII Región del Maule;Talca;1 Sur N° 1295 Talca;56712230025;-35,427715;-71,658571;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS PATRICIA RAQUEL HENRIQUEZ GONZALEZ SAN AGUSTIN E.I.R.L.;Farmacias Patricia Raquel Henriquez Gonzalez San Agustin E.I.R.L.;77077935-9;77077935;;Chile;VII Región del Maule;Talca;2 Sur Esquina 12 Oriente 1907;71 2260897;-35,429716;-71,647992;Farmacia Independiente;*Sin Información;PENDIENTE;;;
VIDA Y SALUD;Farmacia Vida Y Salud;76716402-5;76716402;;Chile;VII Región del Maule;Talca;Avda. Ignacio Carrera Pinto 175;*Sin Información;-35,431559;-71,677832;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS SALUD MAULE;Farmacias Salud Maule;76823594-5;76823594;;Chile;VII Región del Maule;Talca;12 Norte 1354;712637371;-35,412372;-71,655243;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA SAN MIGUEL;Farmacia San Miguel;14055547-9;14055547;;Chile;VII Región del Maule;Constitución;Freire N°632 Local 3;*Sin Información;-35,332026;-72,410956;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA PENCAHUE;Farmacia Pencahue;10585595-8;10585595;;Chile;VII Región del Maule;Pencahue;Alonso De Rivera #780;*Sin Información;-35,393011;-71,807063;Farmacia Independiente;*Sin Información;PENDIENTE;;;
LA BOTICA;Farmacia La Botica;76947841-8;76947841;;Chile;VII Región del Maule;San Clemente;Huamachuco 880;*Sin Información;-35,537790;-71,488356;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA TALLON;Farmacia Tallon;76975042-8;76975042;;Chile;VII Región del Maule;San Clemente;Alejandro Cuuz 124 Local 1;*Sin Información;-35,538104;-71,487182;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA SAN RAFAEL;Farmacia San Rafael;77112393-7;77112393;203906;Chile;VII Región del Maule;Cauquenes;Victoria 405;*Sin Información;-35,9677422;-72,3151227;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS MAS SALUD;Farmacias Mas Salud;76495007-0;76495007;;Chile;VII Región del Maule;Curicó;Avenida San Martin 49;9-62665398;-34,988967;-71,234717;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA PRAT;Farmacia Prat;76789883-5;76789883;;Chile;VII Región del Maule;Hualañé;Arturo Prat 212;752481670;-34,975249;-71,804406;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA HUALAÑE;Farmacia Hualañe;15476719-3;15476719;;Chile;VII Región del Maule;Hualañé;Arturo Prat N-º286;*Sin Información;-34,972088;-71,812874;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMA FER;Farma Fer;77126146-8;77126146;;Chile;VII Región del Maule;Molina;Quechereguas 2329;443023572;-35,118685;-71,283381;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA NOVAVIDA;Farmacia Novavida;77056269-4;77056269;;Chile;VII Región del Maule;Sagrada Familia;Avenida Esperanza 41;*Sin Información;-34,998891;-71,378614;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA NUEVA FRANCESA;Farmacia Nueva Francesa;77972640-1;77972640;;Chile;VII Región del Maule;Linares;Chacabuco 483;732226391;-35,846730;-71,596115;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA SAN MIGUEL;Farmacia San Miguel;14055547-9;14055547;;Chile;VII Región del Maule;Linares;Brasil N°601;*Sin Información;-35,846258;-71,590941;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA GAETE;Farmacia Gaete;7769611-3;7769611;;Chile;VII Región del Maule;San Javier;Arturo Prat 2464;732321902;-35,595161;-71,731941;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA MIMIZA;Farmacia Mimiza;10974259-7;10974259;;Chile;VII Región del Maule;Villa Alegre;Abate Molina 605;732382328;-35,677216;-71,741499;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
CORPORACION DE AYUDA AL NIÑO Y ADOLESCENTE DIABETICO;Farmacia Corporacion De Ayuda Al Niño Y Adolescente Diabetico;71450100-3;71450100;;Chile;VIII Región del Biobío;Concepción;Augusto Dhalmar 1379 Plaza Peru;412739742;-36,826152;-73,039247;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA SHOFAR;Farmacia Shofar;76895675-8;76895675;203905;Chile;VIII Región del Biobío;Concepción;Abdon Cifuentes 1914 Santa Sabina;412516725;-36,7926106;-73,0457012;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA ELIXIR;Farmacia Elixir;76787467-7;76787467;203965;Chile;VIII Región del Biobío;Concepción;General Novoa 415, Local 5.;*Sin Información;-36,8176295;-73,0256768;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA CHILENA;Farmacia Chilena;76834641-0;76834641;;Chile;VIII Región del Biobío;Concepción;Colo Colo 682;412309887;-36,823999;-73,049699;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA EL TREBOL;Farmacia El Trebol;76908767-2;76908767;203964;Chile;VIII Región del Biobío;Concepción;Caupolicán 556 Local 9;*Sin Información;-36,8262779;-73,0513455;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
NOVAFAR;Farmacia Novafar;77557460-7;77557460;;Chile;VIII Región del Biobío;Concepción;General Gorostiaga 1284 Local 3;412325769;-36,824751;-73,016208;Farmacia Independiente;*Sin Información;PENDIENTE;;;
NOVASALUD.COM S.A;Farmacia Novasalud;96951490-7;96951490;;Chile;VIII Región del Biobío;Concepción;Ongolmo N°144;225990066;-36,827299;-73,041162;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA SOCOSEP;Farmacia Socosep;76348947-7;76348947;203907;Chile;VIII Región del Biobío;Concepción;San Martin 1386 - 1392 Local 3 Y 4;*Sin Información;-36,8248505;-73,0398575;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
SOCIALFARMA;Farmacia Socialfarma;13624302-0;13624302;;Chile;VIII Región del Biobío;Arauco;Covadonga 391-B Local 2 Y 3;*Sin Información;-37,246878;-73,316864;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA UNION LTDA;Farmacia Union Ltda;79617430-7;79617430;;Chile;VIII Región del Biobío;Cañete;Saavedra 946;412611121;-37,798705;-73,398882;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA ELIAS;Farmacia Elias;76915682-8;76915682;;Chile;VIII Región del Biobío;Cañete;Avenida Presidente Frei 625, Local 1;442863132;-37,796015;-73,392145;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA NUEVA SALUD SPA;Farmacia Nueva Salud;77121344-8;77121344;;Chile;VIII Región del Biobío;Los Ángeles;Jose Manso De Velasco 221, Lc-103;*Sin Información;-37,471009;-72,347193;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIAS NICFARMA;Farmacias Nicfarma;76446197-5;76446197;;Chile;VIII Región del Biobío;Los Ángeles;Avenida Oriente 1231 Local 10;*Sin Información;-37,456264;-72,334515;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA SANTA BARBARA;Farmacia Santa Barbara;77108082-0;77108082;;Chile;VIII Región del Biobío;Santa Bárbara;Arturo Prat 745;*Sin Información;-37,670311;-72,019212;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
1000 FARMACOS;Farmacia 1000 Farmacos;77137487-5;77137487;;Chile;VIII Región del Biobío;Tucapel;Arturo Prat 499-B;*Sin Información;-37,241801;-71,942833;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS HUEPE;Farmacias Huepe;76722157-6;76722157;;Chile;XVI Región de Ñuble;Chillán;Avenida Argentina 440 Y Avenida Paul Harris 790-B;422327179;-36,607782;-72,092989;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA ARAUCO CHILLAN SPA;Farmacia Arauco Chillan;77178707-K;77178707;;Chile;XVI Región de Ñuble;Chillán;Arauco 731;56967360442;-36,609081;-72,103253;Farmacia Independiente;*Sin Información;PENDIENTE;;;
SOCIEDAD COMERCIAL FARMACIA SANTOS LIMITADA;Sociedad Comercial Farmacia Santos Limitada;76434773-0;76434773;;Chile;XVI Región de Ñuble;Chillán;5 De Abril #775 Comuna Chillan Ciudad Chillan;422503006;-36,610011;-72,101977;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS HUEPE 2;Farmacias Huepe;76722157-6;76722157;;Chile;XVI Región de Ñuble;Chillán;Avenida Paul Harris 790-B;422327179;-36,588805;-72,091554;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA NUEVA VIDA;Farmacia Nueva Vida;77153949-1;77153949;;Chile;XVI Región de Ñuble;San Nicolás;Arturo Prat 210 Local F;*Sin Información;-36,503074;-72,213172;Farmacia Independiente;*Sin Información;PENDIENTE;;;
NOVASALUD.COM S.A;Farmacia Novasalud;96951490-7;96951490;;Chile;IX Región de La Araucanía;Temuco;Torremolinos N°410, Local 117;225990066;-38,732076;-72,614871;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA CENTRAL LIMITADA;Farmacia Central Limitada;79612510-1;79612510;;Chile;IX Región de La Araucanía;Temuco;Manuel Montt 730;452910392;-38,738242;-72,591394;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
ALMACÉN FARMACÉUTICO FARMAQUEPE;Almacén Farmacéutico Farmaquepe;17366512-1;17366512;;Chile;IX Región de La Araucanía;Freire;Rosselot N°184, Quepe;*Sin Información;-38,867951;-72,612906;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
TU FARMACIA;Tu Farmacia;76407876-4;76407876;;Chile;IX Región de La Araucanía;Galvarino;Calle Maipi 305;*Sin Información;-38,414759;-72,782140;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
"FARMACIA O""HIGGINAS";Farmacia O'Higgins;7728378-1;7728378;;Chile;IX Región de La Araucanía;Lautaro;"O""Higgins 916";*Sin Información;-38,532962;-72,435064;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA FRAMCIA LIMITADA;Farmacia Framcia Limitada;79601170-k;79601170;;Chile;IX Región de La Araucanía;Loncoche;Pedro Montt 638;452471095;-39,370849;-72,631403;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMAX;Farmax;76306493-k;76306493;;Chile;IX Región de La Araucanía;Padre Las Casas;Huichahue 260;*Sin Información;-38,760883;-72,591194;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA DERIVAL;Farmacia Derival;9802763-7;9802763;;Chile;IX Región de La Araucanía;Villarrica;Pedro Montt N 555;452412746;-39,283121;-72,226796;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA RÍO BUENO;Farmacia Río Bueno;76975495-4;76975495;;Chile;XIV Región de Los Ríos;Río Bueno;Esmeralda 1285;985950204;-40,333170;-72,953967;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA BUERAS;Farmacia Bueras;76939123-1;76939123;;Chile;XIV Región de Los Ríos;Valdivia;Coronel Santiago Bueras 1984;*Sin Información;-39,824161;-73,227917;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS DEL SUR;Farmacias Del Sur;76473811-k;76473811;203994;Chile;XIV Región de Los Ríos;Los Lagos;Balmaceda Norte 91, Los Lagos;632461653;-39,8618708;-72,8154514;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA PANGUIPULLI;Farmacia Panguipulli;79932340-0;79932340;;Chile;XIV Región de Los Ríos;Panguipulli;Bernardo Ohiggins 491;632311558;-39,642008;-72,328886;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA LA SALUD;Farmacia La Salud;76595174-7;76595174;;Chile;X Región de Los Lagos;Puyehue;Lord Cochrane 104 Entre Lagos;*Sin Información;-40,683328;-72,59526;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA PUERTO NATALES;Farmacia Puerto Natales;76277737-1;76277737;;Chile;XII Región de Magallanes y Antártica Chilena;Natales;Esmeralda 701;612-411306;-51,728118;-72,500708;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIAS EL BIENESTAR;Farmacias El Bienestar;76991731-4;76991731;;Chile;Región Metropolitana de Santiago;Santiago;San Pablo 3162;232981801;-33,435861;-70,678770;Farmacia Independiente;*Sin Información;PENDIENTE;;;
CARLOS SALINAS Y CÍA LTDA;Farmacia Carlos Salinas Y Cía;83337300-5;83337300;;Chile;Región Metropolitana de Santiago;Santiago;Agustinas 2299;226993955;-33,442404;-70,667848;Farmacia Independiente;*Sin Información;PENDIENTE;;;
SEBFARMA;Farmacia Sebfarma;11476263-6;11476263;;Chile;Región Metropolitana de Santiago;Santiago;Esperanza 15;226823533;-33,448860;-70,674015;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
NOVASALUD.COM S.A;Farmacia Novasalud;96951490-7;96951490;;Chile;Región Metropolitana de Santiago;Santiago;San Martín N°80-B;225990066;-33,443128;-70,657800;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
SIERRA BELLA;Farmacia Sierra Bella;76276741-4;76276741;;Chile;Región Metropolitana de Santiago;Santiago;Sierra Bella 1499, Local A;233014661;-33,463387;-70,635449;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA DOCTOR GALENO SPA;Farmacia Doctor Galeno;77083121-0;77083121;203962;Chile;Región Metropolitana de Santiago;Santiago;Av. Manuel Antonio Matta 1352;232348083;-33,4601666;-70,6526224;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
